id,lang,created_at,source,in_reply_to_status_id,in_reply_to_user_id,in_reply_to_screen_name,user_id,user_location,user_followers_count,user_friends_count,user_time_zone,user_statuses_count,user_lang,place_full_name,place_country_code,geo_x,geo_y,is_good
495900796924751872,en,Sun Aug 03 11:55:38 +0000 2014,"<a href=""http://vsbelle.net/120/"" rel=""nofollow"">http://vsbelle.net/120/</a>",,,,1686300847,"",115,1069,,14421,ar,"","",0,0,0
495900796358508545,en,Sun Aug 03 11:55:37 +0000 2014,"<a href=""http://vsbelle.net/120/"" rel=""nofollow"">http://vsbelle.net/120/</a>",,,,1683811160,"",77,674,,13529,ar,"","",0,0,0
495900795855175680,en,Sun Aug 03 11:55:37 +0000 2014,"<a href=""http://vsbelle.net/120/"" rel=""nofollow"">http://vsbelle.net/120/</a>",,,,2241654227,"",41,418,Pacific Time (US & Canada),12112,en,"","",0,0,0
495900795360272384,en,Sun Aug 03 11:55:37 +0000 2014,"<a href=""http://vsbelle.net/120/"" rel=""nofollow"">http://vsbelle.net/120/</a>",,,,1684113265,"",65,922,,13359,ar,"","",0,0,0
495900794584309760,en,Sun Aug 03 11:55:37 +0000 2014,"<a href=""http://vsbelle.net/120/"" rel=""nofollow"">http://vsbelle.net/120/</a>",,,,1684191421,"",67,525,,12813,ar,"","",0,0,0
495900794097762305,en,Sun Aug 03 11:55:37 +0000 2014,"<a href=""http://vsbelle.net/120/"" rel=""nofollow"">http://vsbelle.net/120/</a>",,,,1683723637,"",47,671,,12509,ar,"","",0,0,0
495900793611255808,en,Sun Aug 03 11:55:37 +0000 2014,"<a href=""http://vsbelle.net/120/"" rel=""nofollow"">http://vsbelle.net/120/</a>",,,,1684225172,"",54,970,,12550,ar,"","",0,0,0
495900793061777408,en,Sun Aug 03 11:55:37 +0000 2014,"<a href=""http://vsbelle.net/120/"" rel=""nofollow"">http://vsbelle.net/120/</a>",,,,1638965330,"",93,789,,14308,en,"","",0,0,0
495900792180989952,en,Sun Aug 03 11:55:36 +0000 2014,"<a href=""http://vsbelle.net/120/"" rel=""nofollow"">http://vsbelle.net/120/</a>",,,,2242294204,"",66,452,Pacific Time (US & Canada),12208,en,"","",0,0,0
495900791518269441,en,Sun Aug 03 11:55:36 +0000 2014,"<a href=""http://vsbelle.net/120/"" rel=""nofollow"">http://vsbelle.net/120/</a>",,,,2243156309,"",58,436,Pacific Time (US & Canada),11934,en,"","",0,0,0
495900790813249537,en,Sun Aug 03 11:55:36 +0000 2014,"<a href=""http://vsbelle.net/120/"" rel=""nofollow"">http://vsbelle.net/120/</a>",,,,1659897042,"",77,994,,12624,en,"","",0,0,0
495900789978976257,en,Sun Aug 03 11:55:36 +0000 2014,"<a href=""http://vsbelle.net/120/"" rel=""nofollow"">http://vsbelle.net/120/</a>",,,,1644560653,"",104,1038,,12459,ar,"","",0,0,0
495900789282713601,en,Sun Aug 03 11:55:36 +0000 2014,"<a href=""http://vsbelle.net/120/"" rel=""nofollow"">http://vsbelle.net/120/</a>",,,,1638229874,"",74,1046,,12577,en,"","",0,0,0
495900788821352448,en,Sun Aug 03 11:55:36 +0000 2014,"<a href=""http://vsbelle.net/120/"" rel=""nofollow"">http://vsbelle.net/120/</a>",,,,1657468428,"",77,579,,12145,en,"","",0,0,0
495900788032823296,en,Sun Aug 03 11:55:36 +0000 2014,"<a href=""http://vsbelle.net/120/"" rel=""nofollow"">http://vsbelle.net/120/</a>",,,,1661098782,"",81,1029,,12531,en,"","",0,0,0
495900787445628928,en,Sun Aug 03 11:55:35 +0000 2014,"<a href=""http://vsbelle.net/120/"" rel=""nofollow"">http://vsbelle.net/120/</a>",,,,1639226695,"",54,636,,12511,en,"","",0,0,0
495900786564808704,en,Sun Aug 03 11:55:35 +0000 2014,"<a href=""http://vsbelle.net/120/"" rel=""nofollow"">http://vsbelle.net/120/</a>",,,,2264679180,"",62,425,Pacific Time (US & Canada),11897,en,"","",0,0,0
495900786078265346,en,Sun Aug 03 11:55:35 +0000 2014,"<a href=""http://vsbelle.net/120/"" rel=""nofollow"">http://vsbelle.net/120/</a>",,,,1634035574,"",67,1025,,14656,en,"","",0,0,0
495900785579143168,en,Sun Aug 03 11:55:35 +0000 2014,"<a href=""http://vsbelle.net/120/"" rel=""nofollow"">http://vsbelle.net/120/</a>",,,,1681925130,"",123,998,,12654,ar,"","",0,0,0
495900784757071872,en,Sun Aug 03 11:55:35 +0000 2014,"<a href=""http://vsbelle.net/120/"" rel=""nofollow"">http://vsbelle.net/120/</a>",,,,2243235339,Saudi Arabia,69,475,Pacific Time (US & Canada),12167,en,"","",0,0,0
495900784216006656,en,Sun Aug 03 11:55:35 +0000 2014,"<a href=""http://vsbelle.net/120/"" rel=""nofollow"">http://vsbelle.net/120/</a>",,,,2265712782,"",84,408,Pacific Time (US & Canada),11652,en,"","",0,0,0
495900783649783811,en,Sun Aug 03 11:55:34 +0000 2014,"<a href=""http://vsbelle.net/120/"" rel=""nofollow"">http://vsbelle.net/120/</a>",,,,2262778490,"",59,440,Pacific Time (US & Canada),11912,en,"","",0,0,0
